			"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
azalimp	azalimpnek	1	1	0	0	0	0	0	0	0	0	0
kagúli	kagúlinak	0	0	1	0	0	0	0	0	0	0	0
kagúli	kagúlinek	1	1	0	0	0	0	0	0	0	0	0
ranyésír	ranyésírnak	1	0	1	0	0	1	0	1	0	0	0
ranyésír	ranyésírnek	0	1	0	0	0	0	0	0	0	0	0
Szalincsiz	Szalincsiznak	1	0	1	0	0	1	0	0	1	0	0
Szalincsiz	Szalincsiznek	0	1	0	0	0	0	0	0	0	0	0
Fem	Femnak	1	0	1	1	1	0	1	0	0	0	0
Fem	Femnek	0	0	0	0	0	0	0	0	0	0	0
Bóleszk	Bóleszknak	0	0	1	1	1	0	0	0	0	1	0
Bóleszk	Bóleszknek	1	1	0	0	0	0	0	0	0	0	0
Vázafés	Vázafésnak	0	0	1	1	0	0	0	0	1	0	0
Vázafés	Vázafésnek	1	1	0	0	0	0	0	0	0	0	0
kamodíf	kamodífnak	0	0	1	0	0	0	0	0	0	0	0
kamodíf	kamodífnek	1	1	0	0	0	0	0	0	0	0	0
adném	adnémnak	1	0	1	1	0	0	1	0	0	0	0
adném	adnémnek	0	1	0	0	0	0	0	0	0	0	0
bózens	bózensnak	0	0	1	1	1	0	0	0	1	1	0
bózens	bózensnek	1	1	0	0	0	0	0	0	0	0	0
Zsem	Zsemnak	1	0	1	1	1	0	1	0	0	0	0
Zsem	Zsemnek	0	0	0	0	0	0	0	0	0	0	0
onomprell	onomprellnak	1	0	1	1	1	0	0	1	0	1	0
onomprell	onomprellnek	0	1	0	0	0	0	0	0	0	0	0
Subéz	Subéznak	1	0	1	1	0	0	0	0	1	0	0
Subéz	Subéznek	0	1	0	0	0	0	0	0	0	0	0
biszt	bisztnak	0	0	1	0	0	0	0	0	0	1	0
biszt	bisztnek	1	0	0	0	0	0	0	0	0	0	0
valekin	valekinnak	0	0	1	0	0	1	0	1	0	0	0
valekin	valekinnek	1	1	0	0	0	0	0	0	0	0	0
uklís	uklísnak	1	0	1	0	0	0	0	0	1	0	0
uklís	uklísnek	0	1	0	0	0	0	0	0	0	0	0
Éjj	Éjjnak	0	0	1	1	0	0	0	0	0	1	0
Éjj	Éjjnek	1	0	0	0	0	0	0	0	0	0	0
Sér	Sérnak	0	0	1	1	0	0	0	1	0	0	0
Sér	Sérnek	1	0	0	0	0	0	0	0	0	0	0
Nejz	Nejznak	0	0	1	1	1	0	0	0	1	1	0
Nejz	Nejznek	1	0	0	0	0	0	0	0	0	0	0
Murnem	Murnemnak	0	0	1	1	1	0	1	0	0	0	0
Murnem	Murnemnek	1	1	0	0	0	0	0	0	0	0	0
badédzé	badédzénak	0	0	1	1	0	1	0	0	0	0	0
badédzé	badédzének	1	1	0	0	0	0	0	0	0	0	0
mulelig	mulelignak	1	0	1	0	0	1	0	0	0	0	0
mulelig	mulelignek	0	1	0	0	0	0	0	0	0	0	0
orcsipp	orcsippnak	0	0	1	0	0	0	1	0	0	1	0
orcsipp	orcsippnek	1	1	0	0	0	0	0	0	0	0	0
Szulke	Szulkenak	0	0	1	1	1	0	0	0	0	0	0
Szulke	Szulkenek	1	1	0	0	0	0	0	0	0	0	0
rórúlill	rórúlillnak	1	0	1	0	0	0	0	1	0	1	0
rórúlill	rórúlillnek	0	1	0	0	0	0	0	0	0	0	0
Agetiny	Agetinynak	1	0	1	0	0	1	0	1	0	0	0
Agetiny	Agetinynek	0	1	0	0	0	0	0	0	0	0	0
fáspessz	fáspessznak	1	0	1	1	1	0	0	0	1	1	0
fáspessz	fáspessznek	0	1	0	0	0	0	0	0	0	0	0
holer	holernak	1	0	1	1	1	0	0	1	0	0	0
holer	holernek	0	1	0	0	0	0	0	0	0	0	0
mep	mepnak	1	0	1	1	1	0	1	0	0	0	0
mep	mepnek	0	0	0	0	0	0	0	0	0	0	0
Orzim	Orzimnak	0	0	1	0	0	0	1	0	0	0	0
Orzim	Orzimnek	1	1	0	0	0	0	0	0	0	0	0
Otitt	Otittnak	1	0	1	0	0	0	0	0	0	1	0
Otitt	Otittnek	0	1	0	0	0	0	0	0	0	0	0
Kones	Konesnak	0	0	1	1	1	0	0	0	1	0	0
Kones	Konesnek	1	1	0	0	0	0	0	0	0	0	0
Szétty	Széttynak	1	0	1	1	0	0	0	0	0	1	0
Szétty	Széttynek	0	0	0	0	0	0	0	0	0	0	0
álambé	álambénak	1	0	1	1	0	0	0	0	0	0	0
álambé	álambének	0	1	0	0	0	0	0	0	0	0	0
kales	kalesnak	1	0	1	1	1	0	0	0	1	0	0
kales	kalesnek	0	1	0	0	0	0	0	0	0	0	0
zosnasebb	zosnasebbnak	0	0	1	1	1	0	1	0	0	1	0
zosnasebb	zosnasebbnek	1	1	0	0	0	0	0	0	0	0	0
Kollátelt	Kolláteltnak	1	0	1	1	1	0	0	0	0	1	0
Kollátelt	Kolláteltnek	0	1	0	0	0	0	0	0	0	0	0
gásáren	gásárennak	1	0	1	1	1	0	0	1	0	0	0
gásáren	gásárennek	0	1	0	0	0	0	0	0	0	0	0
Csapnem	Csapnemnak	0	0	1	1	1	0	1	0	0	0	0
Csapnem	Csapnemnek	1	1	0	0	0	0	0	0	0	0	0
zénny	zénnynak	0	0	1	1	0	0	0	1	0	1	0
zénny	zénnynek	1	0	0	0	0	0	0	0	0	0	0
lém	lémnak	0	0	1	1	0	0	1	0	0	0	0
lém	lémnek	1	0	0	0	0	0	0	0	0	0	0
citt	cittnak	0	0	1	0	0	0	0	0	0	1	0
citt	cittnek	1	0	0	0	0	0	0	0	0	0	0
Krec	Krecnak	0	0	1	1	1	0	0	0	1	0	0
Krec	Krecnek	1	0	0	0	0	0	0	0	0	0	0
Kik	Kiknak	1	0	1	0	0	0	0	0	0	0	0
Kik	Kiknek	0	0	0	0	0	0	0	0	0	0	0
Dalérc	Dalércnak	1	0	1	1	0	0	0	0	1	1	0
Dalérc	Dalércnek	0	1	0	0	0	0	0	0	0	0	0
Szóselker	Szóselkernak	0	0	1	1	1	1	0	1	0	0	0
Szóselker	Szóselkernek	1	1	0	0	0	0	0	0	0	0	0
mibb	mibbnak	1	0	1	0	0	0	1	0	0	1	0
mibb	mibbnek	0	0	0	0	0	0	0	0	0	0	0
szozepis	szozepisnak	1	0	1	0	0	1	0	0	1	0	0
szozepis	szozepisnek	0	1	0	0	0	0	0	0	0	0	0
batáte	batátenak	0	0	1	1	1	0	0	0	0	0	0
batáte	batátenek	1	1	0	0	0	0	0	0	0	0	0
Marmatit	Marmatitnak	1	0	1	0	0	0	0	0	0	0	0
Marmatit	Marmatitnek	0	1	0	0	0	0	0	0	0	0	0
memb	membnak	0	0	1	1	1	0	1	0	0	1	0
memb	membnek	1	0	0	0	0	0	0	0	0	0	0
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0
gogins	goginsnak	1	0	1	0	0	0	0	0	1	1	0
gogins	goginsnek	0	1	0	0	0	0	0	0	0	0	0
budeszt	budesztnak	1	0	1	1	1	0	0	0	0	1	0
budeszt	budesztnek	0	1	0	0	0	0	0	0	0	0	0
hólém	hólémnak	0	0	1	1	0	0	1	0	0	0	0
hólém	hólémnek	1	1	0	0	0	0	0	0	0	0	0
Kúbees	Kúbeesnak	0	0	1	1	1	1	0	0	1	0	0
Kúbees	Kúbeesnek	1	1	0	0	0	0	0	0	0	0	0
Lén	Lénnak	1	0	1	1	0	0	0	1	0	0	0
Lén	Lénnek	0	0	0	0	0	0	0	0	0	0	0
Malem	Malemnak	0	0	1	1	1	0	1	0	0	0	0
Malem	Malemnek	1	1	0	0	0	0	0	0	0	0	0
Jalyéll	Jalyéllnak	0	0	1	1	0	0	0	1	0	1	0
Jalyéll	Jalyéllnek	1	1	0	0	0	0	0	0	0	0	0
szótkin	szótkinnak	0	0	1	0	0	0	0	1	0	0	0
szótkin	szótkinnek	1	1	0	0	0	0	0	0	0	0	0
énk	énknak	0	0	1	1	0	0	0	0	0	1	0
énk	énknek	1	0	0	0	0	0	0	0	0	0	0
súfjetkid	súfjetkidnak	1	0	1	0	0	1	0	0	0	0	0
súfjetkid	súfjetkidnek	0	1	0	0	0	0	0	0	0	0	0
Tolés	Tolésnak	0	0	1	1	0	0	0	0	1	0	0
Tolés	Tolésnek	1	1	0	0	0	0	0	0	0	0	0
lores	loresnak	1	0	1	1	1	0	0	0	1	0	0
lores	loresnek	0	1	0	0	0	0	0	0	0	0	0
Ném	Némnak	1	0	1	1	0	0	1	0	0	0	0
Ném	Némnek	0	0	0	0	0	0	0	0	0	0	0
gyé	gyénak	1	0	1	1	0	0	0	0	0	0	0
gyé	gyének	0	0	0	0	0	0	0	0	0	0	0
bemb	bembnak	0	0	1	1	1	0	1	0	0	1	0
bemb	bembnek	1	0	0	0	0	0	0	0	0	0	0
rip	ripnak	1	0	1	0	0	0	1	0	0	0	0
rip	ripnek	0	0	0	0	0	0	0	0	0	0	0
Frórangert	Frórangertnak	0	0	1	1	1	0	0	0	0	1	0
Frórangert	Frórangertnek	1	1	0	0	0	0	0	0	0	0	0
Sónden	Sóndennak	1	0	1	1	1	0	0	1	0	0	0
Sónden	Sóndennek	0	1	0	0	0	0	0	0	0	0	0
Szaklollir	Szaklollirnak	0	0	1	0	0	0	0	1	0	0	0
Szaklollir	Szaklollirnek	1	1	0	0	0	0	0	0	0	0	0
Gyenny	Gyennynak	0	0	1	1	1	0	0	1	0	1	0
Gyenny	Gyennynek	1	0	0	0	0	0	0	0	0	0	0
sárrikérd	sárrikérdnak	0	0	1	1	0	1	0	0	0	1	0
sárrikérd	sárrikérdnek	1	1	0	0	0	0	0	0	0	0	0
teg	tegnak	1	0	1	1	1	0	0	0	0	0	0
teg	tegnek	0	0	0	0	0	0	0	0	0	0	0
fortins	fortinsnak	1	0	1	0	0	0	0	0	1	1	0
fortins	fortinsnek	0	1	0	0	0	0	0	0	0	0	0
Fis	Fisnak	0	0	1	0	0	0	0	0	1	0	0
Fis	Fisnek	1	0	0	0	0	0	0	0	0	0	0
tarelt	tareltnak	0	0	1	1	1	0	0	0	0	1	0
tarelt	tareltnek	1	1	0	0	0	0	0	0	0	0	0
Ótimb	Ótimbnak	0	0	1	0	0	0	1	0	0	1	0
Ótimb	Ótimbnek	1	1	0	0	0	0	0	0	0	0	0
kétt	kéttnak	0	0	1	1	0	0	0	0	0	1	0
kétt	kéttnek	1	0	0	0	0	0	0	0	0	0	0
umenc	umencnak	1	0	1	1	1	0	0	0	1	1	0
umenc	umencnek	0	1	0	0	0	0	0	0	0	0	0
héll	héllnak	0	0	1	1	0	0	0	1	0	1	0
héll	héllnek	1	0	0	0	0	0	0	0	0	0	0
Nyánserkes	Nyánserkesnak	0	0	1	1	1	1	0	0	1	0	0
Nyánserkes	Nyánserkesnek	1	1	0	0	0	0	0	0	0	0	0
Szig	Szignak	1	0	1	0	0	0	0	0	0	0	0
Szig	Szignek	0	0	0	0	0	0	0	0	0	0	0
Lómaszteb	Lómasztebnak	1	0	1	1	1	0	1	0	0	0	0
Lómaszteb	Lómasztebnek	0	1	0	0	0	0	0	0	0	0	0
Ulvén	Ulvénnak	0	0	1	1	0	0	0	1	0	0	0
Ulvén	Ulvénnek	1	1	0	0	0	0	0	0	0	0	0
kagyil	kagyilnak	1	0	1	0	0	0	0	1	0	0	0
kagyil	kagyilnek	0	1	0	0	0	0	0	0	0	0	0
pli	plinak	1	0	1	0	0	0	0	0	0	0	0
pli	plinek	0	0	0	0	0	0	0	0	0	0	0
pukéb	pukébnak	0	0	1	1	0	0	1	0	0	0	0
pukéb	pukébnek	1	1	0	0	0	0	0	0	0	0	0
Áginy	Áginynak	1	0	1	0	0	0	0	1	0	0	0
Áginy	Áginynek	0	1	0	0	0	0	0	0	0	0	0
ántulgell	ántulgellnak	1	0	1	1	1	0	0	1	0	1	0
ántulgell	ántulgellnek	0	1	0	0	0	0	0	0	0	0	0
Flófím	Flófímnak	0	0	1	0	0	0	1	0	0	0	0
Flófím	Flófímnek	1	1	0	0	0	0	0	0	0	0	0
unzabem	unzabemnak	1	0	1	1	1	0	1	0	0	0	0
unzabem	unzabemnek	0	1	0	0	0	0	0	0	0	0	0
cé	cénak	0	0	1	1	0	0	0	0	0	0	0
cé	cének	1	0	0	0	0	0	0	0	0	0	0
gyapapes	gyapapesnak	0	0	1	1	1	0	0	0	1	0	0
gyapapes	gyapapesnek	1	1	0	0	0	0	0	0	0	0	0
Súnyiks	Súnyiksnak	1	0	1	0	0	0	0	0	1	1	0
Súnyiks	Súnyiksnek	0	1	0	0	0	0	0	0	0	0	0
Makse	Maksenak	1	0	1	1	1	0	0	0	0	0	0
Makse	Maksenek	0	1	0	0	0	0	0	0	0	0	0
Raszser	Raszsernak	0	0	1	1	1	0	0	1	0	0	0
Raszser	Raszsernek	1	1	0	0	0	0	0	0	0	0	0
Párcetszes	Párcetszesnak	0	0	1	1	1	1	0	0	1	0	0
Párcetszes	Párcetszesnek	1	1	0	0	0	0	0	0	0	0	0
tadítt	tadíttnak	0	0	1	0	0	0	0	0	0	1	0
tadítt	tadíttnek	1	1	0	0	0	0	0	0	0	0	0
mebb	mebbnak	1	0	1	1	1	0	1	0	0	1	0
mebb	mebbnek	0	0	0	0	0	0	0	0	0	0	0
gyótlézékk	gyótlézékknak	1	0	1	1	0	1	0	0	0	1	0
gyótlézékk	gyótlézékknek	0	1	0	0	0	0	0	0	0	0	0
Tep	Tepnak	1	0	1	1	1	0	1	0	0	0	0
Tep	Tepnek	0	0	0	0	0	0	0	0	0	0	0
mebb	mebbnak	1	0	1	1	1	0	1	0	0	1	0
mebb	mebbnek	0	0	0	0	0	0	0	0	0	0	0
Széncs	Széncsnak	0	0	1	1	0	0	0	0	1	1	0
Széncs	Széncsnek	1	0	0	0	0	0	0	0	0	0	0
hovíny	hovínynak	1	0	1	0	0	0	0	1	0	0	0
hovíny	hovínynek	0	1	0	0	0	0	0	0	0	0	0
ozugyve	ozugyvenak	1	0	1	1	1	0	0	0	0	0	0
ozugyve	ozugyvenek	0	1	0	0	0	0	0	0	0	0	0
hudóregy	hudóregynak	1	0	1	1	1	0	0	0	0	0	0
hudóregy	hudóregynek	0	1	0	0	0	0	0	0	0	0	0
Nen	Nennak	1	0	1	1	1	0	0	1	0	0	0
Nen	Nennek	0	0	0	0	0	0	0	0	0	0	0
Dejn	Dejnnak	1	0	1	1	1	0	0	1	0	1	0
Dejn	Dejnnek	0	0	0	0	0	0	0	0	0	0	0
Szís	Szísnak	0	0	1	0	0	0	0	0	1	0	0
Szís	Szísnek	1	0	0	0	0	0	0	0	0	0	1
Tágelt	Tágeltnak	1	0	1	1	1	0	0	0	0	1	0
Tágelt	Tágeltnek	0	1	0	0	0	0	0	0	0	0	0
steng	stengnak	0	0	1	1	1	0	0	0	0	1	0
steng	stengnek	1	0	0	0	0	0	0	0	0	0	0
szovem	szovemnak	1	0	1	1	1	0	1	0	0	0	0
szovem	szovemnek	0	1	0	0	0	0	0	0	0	0	0
hés	hésnak	0	0	1	1	0	0	0	0	1	0	0
hés	hésnek	1	0	0	0	0	0	0	0	0	0	0
Edt	Edtnak	0	0	1	1	1	0	0	0	0	1	0
Edt	Edtnek	1	0	0	0	0	0	0	0	0	0	0
gyomis	gyomisnak	1	0	1	0	0	0	0	0	1	0	0
gyomis	gyomisnek	0	1	0	0	0	0	0	0	0	0	0
Hápell	Hápellnak	1	0	1	1	1	0	0	1	0	1	0
Hápell	Hápellnek	0	1	0	0	0	0	0	0	0	0	0
mavepp	maveppnak	0	0	1	1	1	0	1	0	0	1	0
mavepp	maveppnek	1	1	0	0	0	0	0	0	0	0	0
kóver	kóvernak	1	0	1	1	1	0	0	1	0	0	0
kóver	kóvernek	0	1	0	0	0	0	0	0	0	0	0
fib	fibnak	1	0	1	0	0	0	1	0	0	0	0
fib	fibnek	0	0	0	0	0	0	0	0	0	0	0
Rater	Raternak	1	0	1	1	1	0	0	1	0	0	0
Rater	Raternek	0	1	0	0	0	0	0	0	0	0	0
Aszétem	Aszétemnak	0	0	1	1	1	1	1	0	0	0	0
Aszétem	Aszétemnek	1	1	0	0	0	0	0	0	0	0	0
Fretty	Frettynak	1	0	1	1	1	0	0	0	0	1	0
Fretty	Frettynek	0	0	0	0	0	0	0	0	0	0	0
Hés	Hésnak	1	0	1	1	0	0	0	0	1	0	0
Hés	Hésnek	0	0	0	0	0	0	0	0	0	0	0
gi	ginak	1	0	1	0	0	0	0	0	0	0	0
gi	ginek	0	0	0	0	0	0	0	0	0	0	0
mailkék	mailkéknak	1	0	1	1	0	1	0	0	0	0	0
mailkék	mailkéknek	0	1	0	0	0	0	0	0	0	0	0
Olázmim	Olázmimnak	1	0	1	0	0	0	1	0	0	0	0
Olázmim	Olázmimnek	0	1	0	0	0	0	0	0	0	0	0
mórvipsz	mórvipsznak	0	0	1	0	0	0	0	0	1	1	0
mórvipsz	mórvipsznek	1	1	0	0	0	0	0	0	0	0	0
fíns	fínsnak	1	0	1	0	0	0	0	0	1	1	0
fíns	fínsnek	0	0	0	0	0	0	0	0	0	0	1
Him	Himnak	0	0	1	0	0	0	1	0	0	0	0
Him	Himnek	1	0	0	0	0	0	0	0	0	0	0
jalell	jalellnak	1	0	1	1	1	0	0	1	0	1	0
jalell	jalellnek	0	1	0	0	0	0	0	0	0	0	0
korkin	korkinnak	1	0	1	0	0	0	0	1	0	0	0
korkin	korkinnek	0	1	0	0	0	0	0	0	0	0	0
trír	trírnak	0	0	1	0	0	0	0	1	0	0	0
trír	trírnek	1	0	0	0	0	0	0	0	0	0	1
Robris	Robrisnak	0	0	1	0	0	0	0	0	1	0	0
Robris	Robrisnek	1	1	0	0	0	0	0	0	0	0	0
Filt	Filtnak	0	0	1	0	0	0	0	0	0	1	0
Filt	Filtnek	1	0	0	0	0	0	0	0	0	0	0
Modéli	Modélinak	1	0	1	0	0	1	0	0	0	0	0
Modéli	Modélinek	0	1	0	0	0	0	0	0	0	0	0
Hórbárdemp	Hórbárdempnak	0	0	1	1	1	0	1	0	0	1	0
Hórbárdemp	Hórbárdempnek	1	1	0	0	0	0	0	0	0	0	0
útates	útatesnak	1	0	1	1	1	0	0	0	1	0	0
útates	útatesnek	0	1	0	0	0	0	0	0	0	0	0
velt	veltnak	0	0	1	1	1	0	0	0	0	1	0
velt	veltnek	1	0	0	0	0	0	0	0	0	0	0
anóte	anótenak	1	0	1	1	1	0	0	0	0	0	0
anóte	anótenek	0	1	0	0	0	0	0	0	0	0	0
Rányvet	Rányvetnak	1	0	1	1	1	0	0	0	0	0	0
Rányvet	Rányvetnek	0	1	0	0	0	0	0	0	0	0	0
gim	gimnak	1	0	1	0	0	0	1	0	0	0	0
gim	gimnek	0	0	0	0	0	0	0	0	0	0	0
Rulékélt	Rulékéltnak	0	0	1	1	0	1	0	0	0	1	0
Rulékélt	Rulékéltnek	1	1	0	0	0	0	0	0	0	0	0
banerc	banercnak	0	0	1	1	1	0	0	0	1	1	0
banerc	banercnek	1	1	0	0	0	0	0	0	0	0	0
polmener	polmenernak	0	0	1	1	1	1	0	1	0	0	0
polmener	polmenernek	1	1	0	0	0	0	0	0	0	0	0
kákrén	kákrénnak	0	0	1	1	0	0	0	1	0	0	0
kákrén	kákrénnek	1	1	0	0	0	0	0	0	0	0	0
Kaazes	Kaazesnak	0	0	1	1	1	0	0	0	1	0	0
Kaazes	Kaazesnek	1	1	0	0	0	0	0	0	0	0	0
Rollójléb	Rollójlébnak	1	0	1	1	0	0	1	0	0	0	0
Rollójléb	Rollójlébnek	0	1	0	0	0	0	0	0	0	0	0
Hálkeg	Hálkegnak	1	0	1	1	1	0	0	0	0	0	0
Hálkeg	Hálkegnek	0	1	0	0	0	0	0	0	0	0	0
Fódradis	Fódradisnak	1	0	1	0	0	0	0	0	1	0	0
Fódradis	Fódradisnek	0	1	0	0	0	0	0	0	0	0	0
lémp	lémpnak	0	0	1	1	0	0	1	0	0	1	0
lémp	lémpnek	1	0	0	0	0	0	0	0	0	0	0
sern	sernnak	1	0	1	1	1	0	0	1	0	1	0
sern	sernnek	0	0	0	0	0	0	0	0	0	0	0
játtírkést	játtírkéstnak	1	0	1	1	0	1	0	0	0	1	0
játtírkést	játtírkéstnek	0	1	0	0	0	0	0	0	0	0	0
Ozoszsinny	Ozoszsinnynak	0	0	1	0	0	0	0	1	0	1	0
Ozoszsinny	Ozoszsinnynek	1	1	0	0	0	0	0	0	0	0	0
tájtént	tájténtnak	0	0	1	1	0	0	0	0	0	1	0
tájtént	tájténtnek	1	1	0	0	0	0	0	0	0	0	0
Nyastem	Nyastemnak	0	0	1	1	1	0	1	0	0	0	0
Nyastem	Nyastemnek	1	1	0	0	0	0	0	0	0	0	0
fis	fisnak	0	0	1	0	0	0	0	0	1	0	0
fis	fisnek	1	0	0	0	0	0	0	0	0	0	0
it	itnak	1	0	1	0	0	0	0	0	0	0	0
it	itnek	0	0	0	0	0	0	0	0	0	0	0
vanysubrémm	vanysubrémmnak	0	0	1	1	0	0	1	0	0	1	0
vanysubrémm	vanysubrémmnek	1	1	0	0	0	0	0	0	0	0	0
Venc	Vencnak	1	0	1	1	1	0	0	0	1	1	0
Venc	Vencnek	0	0	0	0	0	0	0	0	0	0	0
Tétt	Téttnak	1	0	1	1	0	0	0	0	0	1	0
Tétt	Téttnek	0	0	0	0	0	0	0	0	0	0	0
Átintés	Átintésnak	0	0	1	1	0	1	0	0	1	0	0
Átintés	Átintésnek	1	1	0	0	0	0	0	0	0	0	0
Féj	Féjnak	1	0	1	1	0	0	0	0	0	0	0
Féj	Féjnek	0	0	0	0	0	0	0	0	0	0	0
voksím	voksímnak	0	0	1	0	0	0	1	0	0	0	0
voksím	voksímnek	1	1	0	0	0	0	0	0	0	0	0
talmér	talmérnak	0	0	1	1	0	0	0	1	0	0	0
talmér	talmérnek	1	1	0	0	0	0	0	0	0	0	0
rer	rernak	0	0	1	1	1	0	0	1	0	0	0
rer	rernek	1	0	0	0	0	0	0	0	0	0	0
Pótenem	Pótenemnak	0	0	1	1	1	1	1	0	0	0	0
Pótenem	Pótenemnek	1	1	0	0	0	0	0	0	0	0	0
skázrétlent	skázrétlentnak	0	0	1	1	1	1	0	0	0	1	0
skázrétlent	skázrétlentnek	1	1	0	0	0	0	0	0	0	0	0
Orazís	Orazísnak	1	0	1	0	0	0	0	0	1	0	0
Orazís	Orazísnek	0	1	0	0	0	0	0	0	0	0	0
buvig	buvignak	1	0	1	0	0	0	0	0	0	0	0
buvig	buvignek	0	1	0	0	0	0	0	0	0	0	0
foziny	fozinynak	1	0	1	0	0	0	0	1	0	0	0
foziny	fozinynek	0	1	0	0	0	0	0	0	0	0	0
júdávény	júdávénynak	1	0	1	1	0	0	0	1	0	0	0
júdávény	júdávénynek	0	1	0	0	0	0	0	0	0	0	0
Csebb	Csebbnak	0	0	1	1	1	0	1	0	0	1	0
Csebb	Csebbnek	1	0	0	0	0	0	0	0	0	0	0
Jaksudért	Jaksudértnak	1	0	1	1	0	0	0	0	0	1	0
Jaksudért	Jaksudértnek	0	1	0	0	0	0	0	0	0	0	0
Kéns	Kénsnak	1	0	1	1	0	0	0	0	1	1	0
Kéns	Kénsnek	0	0	0	0	0	0	0	0	0	0	0
Irny	Irnynak	0	0	1	0	0	0	0	1	0	1	0
Irny	Irnynek	1	0	0	0	0	0	0	0	0	0	0
tokindég	tokindégnak	1	0	1	1	0	1	0	0	0	0	0
tokindég	tokindégnek	0	1	0	0	0	0	0	0	0	0	0
sis	sisnak	0	0	1	0	0	0	0	0	1	0	0
sis	sisnek	1	0	0	0	0	0	0	0	0	0	0
hém	hémnak	1	0	1	1	0	0	1	0	0	0	0
hém	hémnek	0	0	0	0	0	0	0	0	0	0	0
Rósztsotlint	Rósztsotlintnak	1	0	1	0	0	0	0	0	0	1	0
Rósztsotlint	Rósztsotlintnek	0	1	0	0	0	0	0	0	0	0	0
próles	prólesnak	0	0	1	1	1	0	0	0	1	0	0
próles	prólesnek	1	1	0	0	0	0	0	0	0	0	0
Orír	Orírnak	1	0	1	0	0	0	0	1	0	0	0
Orír	Orírnek	0	1	0	0	0	0	0	0	0	0	0
husem	husemnak	0	0	1	1	1	0	1	0	0	0	0
husem	husemnek	1	1	0	0	0	0	0	0	0	0	0
gis	gisnak	1	0	1	0	0	0	0	0	1	0	0
gis	gisnek	0	0	0	0	0	0	0	0	0	0	0
tázádi	tázádinak	0	0	1	0	0	0	0	0	0	0	0
tázádi	tázádinek	1	1	0	0	0	0	0	0	0	0	0
Rélt	Réltnak	1	0	1	1	0	0	0	0	0	1	0
Rélt	Réltnek	0	0	0	0	0	0	0	0	0	0	0
Csebb	Csebbnak	0	0	1	1	1	0	1	0	0	1	0
Csebb	Csebbnek	1	0	0	0	0	0	0	0	0	0	0
Rern	Rernnak	1	0	1	1	1	0	0	1	0	1	0
Rern	Rernnek	0	0	0	0	0	0	0	0	0	0	0
Keny	Kenynak	0	0	1	1	1	0	0	1	0	0	0
Keny	Kenynek	1	0	0	0	0	0	0	0	0	0	0
acárgek	acárgeknak	1	0	1	1	1	0	0	0	0	0	0
acárgek	acárgeknek	0	1	0	0	0	0	0	0	0	0	0
szím	szímnak	0	0	1	0	0	0	1	0	0	0	0
szím	szímnek	1	0	0	0	0	0	0	0	0	0	1
gyaszkirs	gyaszkirsnak	1	0	1	0	0	0	0	0	1	1	0
gyaszkirs	gyaszkirsnek	0	1	0	0	0	0	0	0	0	0	0
Tosing	Tosingnak	0	0	1	0	0	0	0	0	0	1	0
Tosing	Tosingnek	1	1	0	0	0	0	0	0	0	0	0
kacedélm	kacedélmnak	1	0	1	1	0	1	1	0	0	1	0
kacedélm	kacedélmnek	0	1	0	0	0	0	0	0	0	0	0
Gáltsem	Gáltsemnak	0	0	1	1	1	0	1	0	0	0	0
Gáltsem	Gáltsemnek	1	1	0	0	0	0	0	0	0	0	0
fandállir	fandállirnak	0	0	1	0	0	0	0	1	0	0	0
fandállir	fandállirnek	1	1	0	0	0	0	0	0	0	0	0
szazenz	szazenznak	1	0	1	1	1	0	0	0	1	1	0
szazenz	szazenznek	0	1	0	0	0	0	0	0	0	0	0
molles	mollesnak	1	0	1	1	1	0	0	0	1	0	0
molles	mollesnek	0	1	0	0	0	0	0	0	0	0	0
Migy	Migynak	1	0	1	0	0	0	0	0	0	0	0
Migy	Migynek	0	0	0	0	0	0	0	0	0	0	0
Nyill	Nyillnak	1	0	1	0	0	0	0	1	0	1	0
Nyill	Nyillnek	0	0	0	0	0	0	0	0	0	0	0
Álkagyétt	Álkagyéttnak	1	0	1	1	0	0	0	0	0	1	0
Álkagyétt	Álkagyéttnek	0	1	0	0	0	0	0	0	0	0	0
trebb	trebbnak	0	0	1	1	1	0	1	0	0	1	0
trebb	trebbnek	1	0	0	0	0	0	0	0	0	0	0
Fápaki	Fápakinak	0	0	1	0	0	0	0	0	0	0	0
Fápaki	Fápakinek	1	1	0	0	0	0	0	0	0	0	0
Kalazé	Kalazénak	1	0	1	1	0	0	0	0	0	0	0
Kalazé	Kalazének	0	1	0	0	0	0	0	0	0	0	0
Árisles	Árislesnak	1	0	1	1	1	1	0	0	1	0	0
Árisles	Árislesnek	0	1	0	0	0	0	0	0	0	0	0
gyis	gyisnak	1	0	1	0	0	0	0	0	1	0	0
gyis	gyisnek	0	0	0	0	0	0	0	0	0	0	0
gem	gemnak	1	0	1	1	1	0	1	0	0	0	0
gem	gemnek	0	0	0	0	0	0	0	0	0	0	0
házen	házennak	1	0	1	1	1	0	0	1	0	0	0
